Nr. Crt;Categorie;Compania;Brand;Denumirea promotiei;Data Start;Data Sfarsit;Durata zile;Durata luni;Slogan;Mecanism;Tip promotie;Validare; Valoare Premii ;Premii;Masina;Excursie;Instant;Zilnice;Saptamanale/ Lunare;La sfarsit de campanie;SMS;Website;APP;Facebook;Whatsapp;Clip YOUTUBE;Instagram;;
197;Cleaning;Societatea GlaxoSmithKline Consumer Healthcare;Corega;"""Ai grija de proteza ta dentara si castiga premii surprinzatoare""";01.04.2021;30.04.2021;30;1;"""Ai grija de proteza ta dentara si castiga premii surprinzatoare""";Orice cumparator care achizitioneaza pe un singur document fiscal, oricare produs Corega din cele mentionate la art. 4.1. de mai sus, poate castiga unul dintre premiile campaniei;Buy & send;Bon fiscal+ Formular de contact;39,935.00;Televizor Samsung 43TU8502, 108 cm, Smart, 4K Ultra HD, LED, Carut piata cu logo Corega, Set manusi bucatarie cu logo Corega;Nu;Nu;Nu;Nu;Nu;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;;
198;Drinks;UNITED ROMANIAN BREWERIES BEREPROD S.R.L.;Carlsberg;Câ?tig? premii pentru un stil de via?? danez;02.04.2021;11.06.2021;73;3;Câ?tig? premii pentru un stil de via?? danez;Participantul trebuie sa achizitioneze unul sau mai multe Produse Participante, in valoare cumulativa minima de 12 (doisprezece) tei (TVA inclus),;Buy & send;Formular contact;2000;Bicicleta Neuzer Cruiser Beach logo Carlsberg, Voucher Canefour, in valoare de 300 le;Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
199;Food; LIDL DISCOUNT S.R.L;Lidl;“Castiga premii surprinzatoare” ;05.04.2021;02.05.2021;27;2;“Castiga premii surprinzatoare” ;Participantul trebuie sa achizitioneaza in Perioada Campaniei produse din magazinele LIDL de pe teritoriul Romaniei (denumite in continuare “Magazine Participante”), in valoare totala, inregistrata pe un singur bon fiscal, de minimum 100 lei (o suta lei) cu TVA inclusa;Buy & send;Formular contact;540,792;"VOLVO S90 INSCRIPTION
- D5 AWD AT8, Scuter Electric Super SOCO, CUX Silver, MacBook Air M1";Da;Nu;Nu;Nu;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
200;Drinks;SC TRANSMIXT SA;?apte coline;‘PENTRU CUNOSC?TORI - CEA MAI BUNA DISTRACTIE’;23.03.2021;14.04.2021;25;2;‘PENTRU CUNOSC?TORI - CEA MAI BUNA DISTRACTIE’;Participantii se vor înscrie la concurs prin trimiterea unuia sau a mai multor coduri descoperite în pack-urile achizi?ionate online de pe shop-ul www.saptecoline.ro sau de pe www.emag.ro in perioada 28.03.2021- 18.04.2021;Buy & send;Formular contact;;"Play station,  2 pack-uri Exclusive, cu 20 de sticle ?apte
Coline fiecare; 5 (cinci) premii III sub forma a cate unui pack Discovery, continand fiecare câte
18 sticle ?i 2 pahare personalizate ?apte Coline";Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
201;Food;DR. OETKER RO S.R.L;Dr. Oetker;“Din fericire, unele lucruri nu se schimba niciodata”;01.03.2021;31.05.2021;92;3;“Din fericire, unele lucruri nu se schimba niciodata”;"Participantul trebuie sa achizitioneze cel putin un produs participant, pe un singur bon fiscal/factura fiscala, in perioada Campaniei si sa poata face dovada de achizitie; achizitionarea mai multor produse pe un singur bon fiscal, nu da dreptul participantului de a inscrie acel bon fiscal de mai multe ori in Campanie";Buy & send;Formular contact;140,626;Mixer vintage cu bol, Cuptor electric, Multicooker,  Frigider cu aspect vintage, Premiu in bani – 20.000 euro;Nu;Nu;Nu;Nu;Da;Da;Da;Da;Nu;Nu;Da;Nu;Nu;;
202;Drinks;PERNOD RICARD ROMANIA S.R.L;MTB;“Alege savoarea momentelor impreuna”;07.04.2021;05.05.2021;28;2;“Alege savoarea momentelor impreuna”;"La achizitia de produse participante cu valoare pana in 99 RON pe acelasi bon, Participantul intra in
tragerea la sorti pentru un cos de picnic.
? La achizitia de produse participante in valoare de peste 99 RON pe acelasi bon, Participantul intra in
tragerea la sorti pentru un bar mobil.";Buy & send;Formular contact;22,160;Cos picnic, Bar mobil, Igloo Trailermate Cooler;Nu;Nu;Nu;Nu;Nu;Da;Da;Nu;Nu;Nu;Nu;Nu;Nu;;
203;Food;Danone – Productie si Distributie de Produse Alimentare S.R.L;Cremosso;“ADAUGA BUCURIE FIECAREI ZILE CU CREMOSSO”;08.03.2021;30.04.2021;53;2;“ADAUGA BUCURIE FIECAREI ZILE CU CREMOSSO”;sa achizitioneze in Perioada Campaniei Produse Participante Cremosso in valoare de minimum 10 lei pe acelasi document fiscal din orice magazin ce comercializeaza produsele participante la Campanie.;Buy & send;Formular contact;23,829.42;Boxa Inteligenta Amazon Echo Dot 4, Aparat de cafea Nespresso, Sistem Home Cinema 5.1 cu Blu-Ray 3D Sony;Nu;Nu;Nu;Da;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
204;Drinks;BROWN - FORMAN RO S.R.L;Finlandia;"""Cocktail of the month""";01.06.2020;31.06.2021;390;13;"""Cocktail of the month""";Pentru a intra in Campanie, Participantii trebuie sa publice un comentariu la postarea de concurs de pe pagina de Facebook Finlandia https://www.facebook.com/FinlandiaVodkaRO/, comentariul continand raspunsul corect la intrebarea adresata in textul postarii, in perioada cuprinsa intre data de 1 si ultima zi ale fiecarei luni.;Social contest;Formular contact;119,360.24;"Pachet complet Cocktail of the Month:
Cutie carton ce vor purta marca FINLANDIA
Sticla FV 0,5 l
2 pahare
Ingrediente specifice fiecarei retete
Flyer pentru prezentarea retetei de mixare a cocktail-ului.";Nu;Nu;Nu;Nu;Nu;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
205;Drinks;AFI MARKET DISTRIBUTION SRL;Baltagul;„Fr??ia Baltagului”;01.03.2021;06.06.2021;98;4;„Fr??ia Baltagului”;"Participantul trebuie s? cumpere un produs Baltagul din magazine (g?si?i produse Baltagul în magazinele Cora, Selgros, Unicarm ?i magazinele de cartier), online de pe www.afimarket.ro sau din HORECA;
* Prin produs Baltagul, pentru magazine ?i online, se în?elege orice sticl? de 0,2 l, 0,5 l sau 2 litri „Baltagul – b?utur? spirtoas?”, „Baltagul – lichior cu suc de afine” sau „Baltagul – lichior cu suc de vi?ine”.
* Prin produs Baltagul, pentru HORECA, se în?elege orice unitate de minim 100 ml de b?utur? Baltagul (b?utur? spirtoas?, lichior cu suc de afine sau lichior cu suc de vi?ine).";Buy & send;Formular contact;3,539.20;20 de sticle Baltagul – b?utur? spirtoas? de 0,5 l, 25.000 lei;Nu;Nu;Nu;Nu;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
206;Food;Star Foods EM SRL;Star;Distrac?ie în orice form?;01.04.2021;31.07.2021;121;4;Distrac?ie în orice form?;Sa achizi?ioneze cel pu?in un produs participant la campanie;Buy & send;Formular contact;430,000;Premii în bani ;Nu;Nu;Nu;Da;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Da;;
207;Cleaning;S.C. New View S.R.L;Fairy;Timp pentru tine cu Fairy Platinum;18.03.2021;17.04.2021;30;2;Timp pentru tine cu Fairy Platinum;Sa achizi?ioneze cel pu?in un produs participant la campanie;Buy & send;Formular contact;16,230;Fotoliu cu masaj ?i înc?lzire;Nu;Nu;Nu;Nu;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
208;Beauty;BRASTY GROUP s.r.o;Paco Rabanne;Câ?tig? un parfum ;06.04.2021;18.04.2021;12;1;Câ?tig? un parfum ;Principiul acestui concurs se bazeaza pe un concurs de cunostinte competitive cu tragere la sorti, unde castiga raspunsurile corecte, care au fost trimise la organizatorul concursului. La intrebarea din concurs se poate raspunde numai prin completarea formularului online la adresa www.brasty.ro;Social contest;Formular contact;500;Parfum;Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
209;Food;ondelez Romania S.A;Milka;“Iepura?ul Milka î?i aduce cea mai tandr? ?i delicioas? vân?toare de ou? de ciocolat?”;06.04.2021;03.05.2021;27;2;“Iepura?ul Milka î?i aduce cea mai tandr? ?i delicioas? vân?toare de ou? de ciocolat?”;"Sa acceseze pagina online cautatandretea.milka.ro;
2) sa acceseze si sa sa finalizeze jocul aferent pentru oricare dintre cele 4 spatii de joc disponibile: Rasfat tandru; Tandrete dulce si jucausa; Momente magice impreuna; Vanatoarea de oua de ciocolata;";Social contest;Formular contact;24,325;Voucher Emag, Pachet Milka;Nu;Nu;Nu;Da;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
210;Food;SERPICO TRADING S.R.L.;O Green;Câ?tig? de Pa?te cu O Green;10.03.2021;30.04.2021;51;2;Câ?tig? de Pa?te cu O Green;Trebuie s? achizi?ioneze minim 2 produse participante;Buy & send;Bon fiscal+ Formular de contact;10488;Voucher Emag, Pachete O Green, ;Nu;Nu;Nu;Nu;Nu;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;;
211;Food;Dobrogea Grup S.A.;MTB;Câ?tig? premii aniversare;01.03.2021;30.04.2021;61;2;Câ?tig? premii aniversare;Trebuie sa achizitioneze minim un pachet de biscuiti Dobrogea ;Buy & send;Bon fiscal+ Formular de contact;3550;Play Station, Voucher Emag, Pachet aniversar Dobrogea;Nu;Nu;Nu;Nu;Nu;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;;
212;Drinks;CRAMELE RECAS GROUP S.R.L.;Reca?;De Pa?te ciocne?te cu Reca?;29.03.2021;01.05.2021;23;3;De Pa?te ciocne?te cu Reca?;Trebuie s? achizi?ioneze minim 1 produs participant;Buy & send;Bon fiscal+ Formular de contact;11196;Voucher Emag, Vocuher pentru redecorarea casei;Nu;Nu;Nu;Nu;Nu;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;;
213;Food;ANABELLA FABRICA DE CONSERVE RÂURENI S.A.;Râureni;Cu drag din natur?, premii pe m?sur?;22.03.2021;20.06.2021;89;4;Cu drag din natur?, premii pe m?sur?;Trebuie s? achizi?ioneze minim 1 produs participant;Buy & send;Bon fiscal+ Formular de contact;124.693;Echipamente de buc?t?rie de la Kitchen Shop, Mixer Aid, Aparat de sifon soda, produse Râureni;Nu;Nu;Nu;Nu;Nu;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;;
214;Health;BAYER S.R.L;Redoxon;"""E TIMPUL SA AI GRIJA DE IMUNITATEA TUTUROR""";15.03.2021;15.05.2021;60;3;"""E TIMPUL SA AI GRIJA DE IMUNITATEA TUTUROR""";articipantul trebuie sa achizitioneze cel putin un Produs Participant din gama Redoxon si Redoxitos (respectiv Redoxitos Triple Action 25 jeleuri, Redoxitos 25 jeleuri, Redoxon Triple Action 10 comprimate efervescente, Redoxon Limon 30 comprimate efervescente, Redoxon Naranja 30 comprimate efervescente, Redoxon Propolis Spray Oral 20ML, Redoxon Inmuno 4 14 plicuri, Redoxon Double Action 10 comprimate efervescente), ;Buy & send;Bon fiscal+ Formular de contact;45,618.98;Ceas Smartwatch Garmin Forerunner 45 negru.;Nu;Nu;Nu;Nu;Nu;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;;
215;Drinks;Parmalat Romania S.A;Santal;“Santal - Picnic Globe Trotter”;29.03.2021;18.04.2021;21;2;“Santal - Picnic Globe Trotter”;"Utilizatorii se pot inscrie in campanie, in perioada desfasurarii acesteia, prin accesarea aplicatiei “Santal -
Picnic Globe Trotter” de pe site-ul www.santal.ro si pot urma pasii descrisi mai jos:
 a) Accesarea aplicatiei de concurs
 b) Bifarea casutei acord termeni si conditii/politica GDPR
 c) Accesarea butonului “Vreau sa fiu Picnic Globe Trotter”
d) Alegerea unui tip de picnic dintre cele ?ase disponibile
d) Inregistrarea unei propuneri proprii de reteta de picnic";Buy & send;Bon fiscal+ Formular de contact;9,194.55;Sticl? pentru picnic, aparat foto de unica folosinta, rucsac de picnic, produse Santal;Nu;Nu;Nu;Nu;Nu;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;;
216;Cleaning;Unilever South Central Europe S.A;Dero;“Bucura-te de relaxare. De casa ne ocupam noi!”;10.03.2021;08.05.2021;59;3;“Bucura-te de relaxare. De casa ne ocupam noi!”;"Participantul trebuie sa achizitioneze, din orice magazin din Romania, unulsau mai multe Produse Participante in valoare de minimum 20 de lei, pe acelasi bon fiscal/factura fiscala, in perioada Campaniei si sa poata face dovada de achizitie;";Buy & send;Bon fiscal+ Formular de contact;136.663;Voucher Mobexpert, set produse de curatenie;Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
217;Retail;Colloseum Centre Management SRL;MTB;Ai cumparat? Câ?tigi garantat;15.04.2021;30.04.2021;15;1;Ai cumparat? Câ?tigi garantat;Sa achizi?ioneze cel pu?in un produs de la un magazin participant la campanie;Buy & send;Bon fiscal+ Formular de contact;1679.37;Box? portabil?, difuzor portabil ;Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
218;Food;DR. OETKER RO S.R.L;Inedit;„Cu un stil de viata echilibrat poti castiga premiul preferat’’;15.03.2021;02.05.2021;38;3;„Cu un stil de viata echilibrat poti castiga premiul preferat’’;"Participantul trebuie sa achizitioneze de minimum 10 LEI produse Inedit participante in Campanie, pe un singur bon fiscal sau factura fiscala, in perioada Campaniei, 15.03.2021 – 02.05.2021, din orice magazin, si sa poata face dovada de achizitie;";Buy & send;Bon fiscal+ Formular de contact;23815.59;Bratara fitness Garmin, eBook reader Kindle Paperwhite,Trotineta electrica Freewheel Rider, Bicicleta MTB Rich, Aparat de gatit cu aburi Tefal, Gratar electric Tefal Ultracompact ;Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
219;Food;MOGYI ROMÂNIA SRL;MOGYI;MOGYI;19.04.2021;21.04.2021;2;1;MOGYI;S? posteze, printr-un comentariu la postarea de Concurs, în perioada Concursului, o fotografie cu cel mai reu?it cozonac;Social contest;Formular contact;829.2;Co? cu produse Mogyi ?i produse Dobrogea;Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
220;Retail;MEGA IMAGE S.R.L;Mega Image ;E timpul alegerilor castigatoare!;19.04.2021;30.05.2021;41;2;E timpul alegerilor castigatoare!;Participantul trebuie sa achizitioneze orice produse comercializate in reteaua de magazine Mega Image, Shop&Go sau online, de pe mega-image.ro, si sa efectueze plata cu un card Mastercard sau Maestro al carui titular este;Buy & send;Bon fiscal+ Formular de contact;39,086,694.11;"Suma integrala platita in
bani, calculata in RON la cursul BNR
in ziua desemnarii castigatorului,  Apartament cu doua
camere, intr-o zona aleasa de catre
castigator, Trotineta electrica, Vouchere cu scop multiplu de
cumparaturi mega-image.ro in
valoare de 100 de lei";Nu;Nu;Nu;Da;Da;Da;Da;Da;Nu;Nu;Nu;Nu;Nu;;
221;Food;Mondelez Romania S.A;MTB;"""O GUSTARE DE TOP""";20.04.2021;21.05.2021;31;2;"""O GUSTARE DE TOP""";"Participantul trebuie sa achizitioneze Produse Participante de minimum 10 lei, pe acelasi bon fiscal, in perioada Campaniei si sa poata face dovada de achizitie;";Buy & send;Bon fiscal+ Formular de contact;62.100;Tefal On Pot, Mixer vertical Tefal Infiny Force 3 in 1;Nu;Nu;Nu;Nu;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
222;Drinks;URSUS BREWERIES S.A;Peroni;„COLECTIONEAZA MOMENTE DE RESPIRO CU PERONI”;15.04.2021;20.04.2021;5;1;„COLECTIONEAZA MOMENTE DE RESPIRO CU PERONI”;" sa acceseze paginile de Instagram https://www.instagram.com/lauragiurcanu/ si
https://www.instagram.com/flick_domnulrima/ in Perioada Campaniei,
b) sa fie titular al unui cont activ (profil personal) pe reteaua de socializare Instagram; contul trebuie sa fie public;
c) sa se autentifice prin intermediul profilului personal de Instagram in Perioada Campaniei si sa raspunda la
provocarea lansata de Laura Giurcanu sau Flick din postarea dedicata, dupa cum urmeaza:
• Sa urmareasca postarea de pe paginile de Instagram https://www.instagram.com/lauragiurcanu/ sau
https://www.instagram.com/flick_domnulrima/, in care fanii paginii vor fi invitati sa raspunda la o intrebare
in cadrul postarii
• Participantul va raspunde in scris printr-un comentariu la intrebarea din cadrul postarii – Cum arata ziua
perfecta dintr-un city break in locatia preferata?
• Participantul va da follow paginii de Instagram Peroni Romania https://www.instagram.com/peroniromania/
d) Un Participant se poate inscrie in Campanie o singura data, cu un singur raspuns pe toata durata desfasurarii
Campaniei. ";Social contest;Formular contact;2,633.86;"2 kit-uri compuse din 1 rucsac, 1 borseta si 1 pereche de ochelari + 1 bax de bere 24 x Peroni 330ml in
valoare de 1,151.06 RON (TVA inclus) castigatorilor inscrisi pe profilul Laurei Giurcanu
• 2 kit-uri compuse din 1 rucsac, 1 travel bag si 1 pereche de ochelari + 1 bax de bere 24 x Peroni 330ml) in
valoare de 1,482.8 (TVA inclus) castigatorilor inscrisi pe profilul Flick Domnul Rima";Nu;Nu;Nu;Nu;Nu;Nu;Da;Da;Nu;Nu;Nu;Nu;Nu;;
223;Drinks;S.C. Apemin ZIZIN S.A;Zizin;“Ofer? armonie prim?verii cu premiile ZIZIN”;15.04.2021;26.05.2021;41;2;“Ofer? armonie prim?verii cu premiile ZIZIN”;"participan?ii trebuie s? achizi?ioneze în perioada 15 aprilie 2021, ora
00.00, ora României – 26 mai 2021, ora 23.59, ora României, un bax de produse participante, achizi?ie
înregistrat? pe un singur bon fiscal sau pe o singur? factur? fiscal?, ?i s? înscrie pe platforma
www.premiizizin.ro, în aceea?i perioad? ?i interval orar, num?rul ?i data bonului fiscal sau ale facturii
fiscale în baza c?ruia (c?reia) s-a realizat achizi?ia";Buy & send;Formular contact;17,817.30;Seturi gr?din?rit personalizate ZIZIN, Co?uri pentru picnic personalizate ZIZIN, Voucher de vacan?? în România;Nu;Nu;Nu;Nu;Nu;Nu;Da;Da;Nu;Nu;Nu;Nu;Nu;;
224;Drinks;Societatea ALEXANDRION TRADING S.R.L;Alexandrion;“Faci echipa cu Alexandrion”;22.03.2021;23.05.2021;62;3;“Faci echipa cu Alexandrion”;"Participantul trebuie sa achizitioneaza in Perioada Campaniei minimum un Produs Participant din lista prevazuta in Anexa nr. 1 la prezentul Regulament;";Buy & send;Bon fiscal+ Formular de contact;76,556.80;"minge
Alexandrion, kit
profesionist fotbal (Geanta pentru echipamentul
sportiv, Tricou de fotbal, sort de fotbal,
jambiere si bidon apa – toate produsele marca
Adidas), 2 bilete la primul
meci al echipei de tineret a Romaniei la
Campionatul Mondial de la Tokio, bilete de
avion dus-intors pentru 2 persoane, cazare 4
nopti la un hotel de 4 stele cu mic dejun inclus,
taxe de viza si diurna in valoare maxima de
10.000 euro net.";Nu;Nu;Nu;Da;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
225;Food;Alka Trading SRL;Mentos;“YES TO FRESH MOMENTS”;01.05.2021;16.06.2021;47;2;“YES TO FRESH MOMENTS”;"sa achizitioneze, respectand conditiile de la Sectiunea 4, in Perioada Campaniei – conform perioadei aferente magazinului din care doreste sa achizitioneze, mentionate la sectiunea 2, Produse participante la Campanie, in orice combinatie, specificate pe acelasi bon fiscal, in valoare de minim 5 lei; achizitionarea mai multor produse pe un singur bon fiscal, a caror valoare este multiplu de 5, nu da dreptul participantului de a inscrie acel bon fiscal de mai multe ori in Campanie. ";Buy & send;Bon fiscal+ Formular de contact;31,019;Biciclete pliabile , Hanorace pictate manual, Casti audio wireless, Camera Video Go Pro, KIT Gaming, Boxe audio Amazon Echo Dot , ;Nu;Nu;Nu;Nu;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
226;Food;Mondelez Romania S.A;Barni;„Descoper? lumea dinozaurilor, cu Barni!”;04.05.2021;28.06.2021;54;2;„Descoper? lumea dinozaurilor, cu Barni!”;Participantul trebuie sa achizitioneze Produse Participante de minimum 5 lei, pe acelasi bon fiscal, in perioada Campaniei si sa poata face dovada de achizitie;Buy & send;Bon fiscal+ Formular de contact;100.078;Voucher Editura Gama, Set juc?rii de plu? Barni ?i prietenii dinozauri, Voucher pentru weekend la DINO PARC Râ?nov;Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
227;Food;FERRERO ROMANIA S.R.L;Kinder;Micile dorinte devin visuri implinite de Kinderino si de toti parintii;01.05.2021;30.06.2021;60;2;Micile dorinte devin visuri implinite de Kinderino si de toti parintii;SA achizitioneze, in Perioada Campaniei, mai precis in oricare zi din perioada 01.05.2021 ora 10:00:00, ora Romaniei) - 30.06.2021 (ora 23:59:59, inclusiv, ora Romaniei), unul sau mai multe Produse participante la Campanie, in valoare minima de 1 0 (zece) lei (TVA inclus);Buy & send;Bon fiscal+ Formular de contact;300.000;Voucher eMAG, Card cadou DECATHLON, Voucher Travelart;Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
228;Food;S.C. MACROMEX S.R.L.;Edenia;„Ce-ar merge o pizza cu super premii”;12.04.2021;13.06.2021;52;3;„Ce-ar merge o pizza cu super premii”;sa achizi?ioneze minim un produs participant;Buy & send;Bon fiscal+ Formular de contact;23.370;Laptop ?i ceas Apple;Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
229;Food;LIDL DISCOUNT S.R.L;Gelatelli;“Lidl –Gelatelli – Cate gusturi, atatea inghetate”;06.05.2021;31.05.2021;25;1;“Lidl –Gelatelli – Cate gusturi, atatea inghetate”;Participantul trebuie sa achizitioneze, in Perioada Campaniei, produse, din magazinele LIDL de pe teritoriul Romaniei (denumite in continuare “Magazine Participante”) cu exceptia acelor produse pentru care legislatia nu permite promovarea (ex: tutun, formula de inceput), in valoare totala, inregistrata pe un singur bon fiscal de minimum 70 lei (saptezeci lei) cu TVA inclus, dintre care minimum un Produs Participant;Buy & send;Formular contact;5.072;“Combina frigorifica XXL Bosch”;Nu;Nu;Nu;Nu;Nu;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
230;Drinks;BERGENBIER S.A.;Becks;"""Incepe orice-ti doresti powered by Beck’s!""";15.04.2021;30.06.2021;75;3;"""Incepe orice-ti doresti powered by Beck’s!""";Pentru inscrierea in prezenta Campanie, Participantii trebuie sa achizitioneze oricare Produs participant, sa descopere codurile unice dispuse sub capacele/cheitele acestora si sa le inscrie in Campanie, in perioada 15 aprilie 2021, ora 08:00 si 31 decembrie 2021, ora 23:59:59 (inclusiv), prin intermediul site-ului www.becks.ro.;Buy & send;Formular contact;859,458.60;Premii în bani ;Nu;Nu;Nu;Nu;Da;Da;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
231;Drinks;BERGENBIER S.A;Stella Artois;"""THE LIFE ARTOIS""";18.05.2021;02.07.2021;44;3;"""THE LIFE ARTOIS""";Pentru a participa in prezenta Campanie, Participantii trebuie sa acceseze site-ul Stella Artois disponibil pe https://lifeartois.ro/ si sa completeze formularul de inscriere cu datele solicitate.;Buy & send;Formular contact; 44,160;cod de voucher pentru livrare gratuita, aplicabil in aplicatia mobila Glovo si doua sticle Stella Artois 660ml;Nu;Nu;Da;Nu;Nu;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
232;Drinks;ALEXANDRION TRADING S.R.L;Glenfiddich;“Bucura-te de experiente de neuitat cu Glenfiddich!”;26.04.2021;28.05.2021;31;2;“Bucura-te de experiente de neuitat cu Glenfiddich!”;Participantul trebuie sa achizitioneze in Perioada Campaniei minimum un Produs Participant din cele mentionate la art. 5.1 de mai sus, din Magazinele Participante;Buy & send;Bon fiscal+ Formular de contact;28.022,40;"Gift Pack Glenfiddich reprezentat de o sticla
Glenfiddich 12Y si 2 pahare, Troler personalizat Glenfiddich, Weekend
la munte ";Nu;Da;Nu;Nu;Da;Nu;Nu;Da;Nu;Nu;Nu;Nu;Nu;;
